idx,words,lid
511,['Forget'],['lang1']
512,['Sale' 'Mather' 'chod' 'give' 'some' 'money' 'to' 'poor' '.' 'People' 'wasting' 'money' 'on' 'useless' 'thing'],['lang2' 'lang1' 'lang2' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1']
513,['luv' 'u' 'sooooooooooo' 'much' 'sallu'],['lang1' 'lang1' 'lang1' 'lang1' 'lang1']
514,['' 'The' 'same' 'will' 'reflect' 'in' 'your' 'account' 'as' 'per' 'your' 'bans' 'refund' 'cycle' '.'],['other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other']
515,['' '' 'Shame' 'on' 'journalists' 'like' 'you' '.' 'This' 'country' 'will' 'never' 'ever' 'forgive' 'journalism' 'of' 'your' 'types' '.'],['other' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other']
516,['Drawing' 'the' 'amazing' 'Priyanka' '!'],['lang1' 'lang1' 'lang1' 'ne' 'other']
517,"['Looking' 'forward' 'to' 'Sep' '30' '-' 'your' 'biopic' '.' 'You' ""'re"" 'a' 'real' 'life' 'superman' '.']",['lang1' 'lang1' 'lang1' 'lang1' 'other' 'other' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other']
518,['Ye' 'sab' 'umesh' 'ke' 'wajah' 'se' 'hua' 'Na' 'woh' 'single' 'leta' 'Na' 'bhumrah' 'strike' 'pe' 'ata'],['lang2' 'lang2' 'ne' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'lang2' 'lang2' 'ne' 'lang1' 'lang2' 'lang2']
519,['bhaijaan' 'aaj' 'humara' 'bday' 'hai' '!!' '!' 'Can' 'you' 'just' 'wish' 'me' 'once' 'and' 'gift' 'me' 'the' 'biggest' 'gift' 'of' 'today' '??' ':)'],['ne' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'other']
520,"['' ':' 'I' 'hate' 'all' 'these' 'morons' 'who' 'comment' 'on' 'confessions' 'like' 'they' 'understand' ""what's"" 'going' 'on' 'despite' 'not' 'being' 'from' 'IITB' '.']",['other' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'ne' 'other']
521,"['create' 'it' ',' 'you' 'are' 'in' 'govt' ',' 'who' 'is' 'aksing' 'you' 'not' 'to' 'do' '?' 'why' 'the' 'hello' 'you' 'are' 'talking' 'like' 'opposition' 'dude' '?']",['lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other']
522,['Hi' 'sir' 'Good' 'evenings' 'sir' 'app' 'sachha' 'he' 'ka' 'ha' 'ji' 'ahbe' 'ee' 'hona' 'chaheye.ee' 'si' 'vakatha' 'amm' 'karna' 'ee' 'padega' '.' 'sir' '.'],['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang1' 'other']
523,"['Mr.' 'Modi' 'Ji' 'Sir' ',' 'you' 'are' 'the' 'only' 'leader' 'so' 'far' 'who' 'made' 'the' 'whole' 'World' 'to' 'look' 'back' 'the' 'India' 'and' 'to' 'recognize' 'the' 'India' '.' 'GOD' 'BLESS' 'YOU' 'ALWAYS' 'for' 'your' 'health' 'and' 'success' 'Mr.' 'PM' 'Ji' '.']",['lang1' 'ne' 'lang2' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'ne' 'lang1' 'lang1' 'lang1' 'lang1' 'ne' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang2' 'other']
524,['hit' 'likes' 'if' 'u' 'think' 'Salman' 'is' 'better' 'than' 'Srk' 'and' 'akki' ':)' 'Dunsh' 'Gour'],['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'ne' 'lang1' 'lang1' 'lang1' 'ne' 'lang1' 'ne' 'other' 'ne' 'lang2']
525,"['I' 'am' 'not' 'impressed' 'this' 'deal(manufacturer' 'in' 'India' 'I' ""'m"" 'impressed' ')' 'modi' 'uncle']",['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'ne' 'lang1' 'lang1' 'lang1' 'other' 'ne' 'lang1']
526,['Osam' 'sallu' 'bhaijan' 'luv' 'u' '..' '.'],['lang1' 'ne' 'lang2' 'lang1' 'lang1' 'other' 'other']
527,"['' '[' 'M2K' ']:' 'In' 'the' 'winter' 'of' ""'"" '99' 'I' 'came' 'up' 'with' 'a' 'brilliant' 'plan' '.' 'My' 'wingman' 'and' 'I' 'would' 'walk' 'up' 'to' 'any' '2' 'random' 'chicks' 'late' 'nights' 'and' 'tell' 'them' 'we' 'are' 'from' 'the' 'campus' 'security' 'cell' ',' 'anti-leopard' 'squad' '...' 'And' 'as' 'it' 'was' 'our' 'duty' 'to' 'ensure' 'the' 'safety' 'of' 'all' 'outsiders' ',' 'we' 'got' 'to' 'latch' 'on' 'to' 'and' 'hang' 'out' 'with' 'new' 'chicks' 'almost' 'every' 'day' 'of' 'MI' 'that' 'winter' ',' 'and' 'we' 'got' 'new' 'numbers' 'every' 'day' 'of' 'MI' '.' 'In' '2000' 'we' 'expanded' 'our' 'leopard' 'protection' 'service' 'and' 'we' 'started' 'targeting' 'IDC' 'babes' '(' 'at' 'that' 'time' 'those' 'were' 'the' 'only' 'decent' 'quality' 'women' 'around' ',' 'and' 'in' 'any' 'case' 'H10' 'knew' 'us' 'very' 'well' ')' '.' 'And' 'why' 'did' 'they' 'fall' 'for' 'this' '?' 'We' 'had' 'printed' 'fake' 'ID' 'cards' 'with' 'IITB-LPS' 'on' 'them' ';)']",['other' 'other' 'ne' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'ne' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'ne' 'other' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other']
528,['Mujhe' 'yakeen' 'hai' 'Aap' 'team' 'ko' '2019' 'world' 'cup' 'zaroor' 'champion' 'banaoge'],['lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'lang2' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang2']
529,['KatMarcellin' 'this' 'I' 'gotta' 'watch'],['ne' 'lang1' 'lang1' 'lang1' 'lang1']
530,['Very' 'hot' 'and' 'sexy'],['lang1' 'lang1' 'lang1' 'lang1']
531,['Is' 'that' 'a' 'UFO' 'taking' 'off' '?'],['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other']
532,"['Can' ""n't"" 'dream' 'of' 'Bullet' 'TrainWhen' 'at' 'NDLS' 'Station' ',' 'Train' 'has' 'not' 'yet' 'arrived' 'for' 'departure' ',' 'Its' 'schedule' 'departure' 'was' 'at' '11.30' 'pm' '']",['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'ne' 'ne' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'other']
533,['jo' 'ye' 'padh' 'raha' 'wo' 'page' 'khole' 'or' 'like' 'kre' '!!' '!'],['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'lang2' 'lang1' 'lang1' 'lang2' 'other' 'other']
534,['I' 'love' 'u' 'team' 'india'],['lang1' 'lang1' 'lang1' 'lang1' 'ne']
535,['at' 'first' 'tamilnadu' 'peoples' 'should' 'be' 'surelyakanum'],['lang1' 'lang1' 'ne' 'lang1' 'lang1' 'lang1' 'lang2']
536,['Sturridge' 'have' 'just' 'missed' '3' 'points' 'der' 'like' 'Firmino' 'with' 'penalty' 'last' 'match' 'day' '..' 'just' 'sad' 'story' 'and' 'excused' 'for' 'us' 'every' 'game' ''],['ne' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'ne' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'ne']
537,"['Precious' 'life' 'for' 'the' 'nation' ',' 'this' 'uniform' 'is' 'great' ',' 'too' 'different' 'between' 'circate' 'and' 'diffence']",['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1']
538,['Mind' 'blowing' 'poster' '..' '..' '.' 'All' 'the' 'best' 'BHAI'],['lang1' 'lang1' 'lang1' 'other' 'other' 'other' 'lang1' 'lang1' 'lang1' 'lang2']
539,['Amir' 'u' 'r' 'really' 'humble' 'and' 'humanitarian' 'person' '.' 'I' 'am' 'also' 'a' 'big' 'fan' 'of' 'you' '.' 'I' 'am' 'just' 'waiting' 'for' 'your' 'upcoming' 'movie' 'dangal' '.'],['ne' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'ne' 'other']
540,['nice' 'song' 'jg' 'goomya'],['lang1' 'lang1' 'lang2' 'lang2']
541,['Sandeep' 'Chandhola' 'Kaha' 'Hai'],['ne' 'ne' 'lang2' 'lang2']
542,['modi' 'is' 'not' 'a' 'leader' 'he' 'is' 'just' 'a' 'fanatic' 'crazy' 'person' '.' '.'],['ne' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'other']
543,"['' 'aaj' 'ka' 'din' 'asha' 'gya' 'mere' 'liye' 'pehle' 'India' 'jeet' 'gaui' 'then' 'aaj' 'dophar' 'me' 'aaram' 'se' 'sone' 'mila' ',' 'and' 'aaj' 'office' 'pe' 'bhi' 'no' 'kaam']",['other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'ne' 'lang2' 'lang2' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang1' 'lang2' 'lang1' 'lang2' 'lang2' 'lang1' 'lang2']
544,['' 'True' '.' 'Already' 'many' 'morning' 'shows' 'in' 'few' 'cities' 'are' 'houseful' '.'],['other' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other']
545,['Hello' 'sir' 'i' 'talk' 'with' 'important'],['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1']
546,['Sir' 'aap' 'aur' 'kiran' 'ji' 'ne' 'cuntry' 'chodne' 'ki' 'baat' 'ki' 'thi' 'kya' 'huva' 'sir'],['lang1' 'lang2' 'lang2' 'ne' 'lang2' 'lang2' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1']
547,['kuch' 'bhi' 'kar' 'lo' 'modi' 'na' 'rukega' 'na' 'jhukega'],['lang2' 'lang2' 'lang2' 'lang2' 'ne' 'lang2' 'lang2' 'lang2' 'lang2']
548,['' '' 'Drop' 'it' '..' 'Stop' 'giving' 'me' 'lame' 'suggestions' ''],['other' 'other' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other']
549,['Sir' 'aapka' 'her' 'andaj' 'nirala' 'hai'],['lang1' 'lang2' 'lang2' 'lang2' 'ne' 'lang2']
550,['' 'Yes' 'ur' 'different'],['other' 'lang1' 'lang1' 'lang1']
551,"['advace' 'me' 'aapko' 'happy' 'b' ""'day"" 'sir' 'i' 'will' 'waiting' 'for' '11' 'october' '.' '.' 'For' 'for' 'celibrate' 'my' 'b' ""'day"" '.' '.' ':)']",['lang1' 'lang2' 'lang2' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'ne' 'other' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'other' 'other']
552,['' 'Tarot' 'Confirms' 'the' 'Balance' 'coming' 'your' 'way' 'in' 'your' 'Love' 'life' '.' 'All' 'The' 'Best' '' '' '' ''],['other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'other' 'other' 'other' 'lang1']
553,"['congratulations' 'bhai' 'for' 'India' ""'s"" 'win' 'and' 'you' 'batted' 'really' 'well']",['lang1' 'lang2' 'lang1' 'ne' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1']
554,['Hey' 'idiots' 'plzz' 'come' 'back' 'yar' '..' '..' '.' 'Soo' 'love' 'you' '..' '..'],['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang2' 'other' 'other' 'other' 'lang1' 'lang1' 'lang1' 'other' 'other']
555,['ASK' 'HIM' 'ABT' 'EASE' 'OF' 'DOING' 'BUS' 'As' 'they' 'r' '1st' 'ranked' 'in' 'tat' 'and' 'v' 'r' 'Lt' 'behind'],['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1']
556,['Thanks' 'sir' 'aapko' 'fir' 'akbar'],['lang1' 'lang1' 'lang2' 'lang2' 'ne']
557,['' 'What' 'makes' 'you' 'cry' '?'],['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other']
558,['very' 'sad' 'news' 'may' 'god' 'rest' 'his' 'soul' 'in' 'peace'],['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1']
559,['ha' 'ha' 'ha' 'ha'],['other' 'other' 'other' 'other']
560,"['he' 'was' 'my' 'favourite' 'Character' 'in' 'Lagaan' '.' 'and' 'I' 'also' 'loved' 'his' 'acting' 'in' 'Swadesh' 'aswell' ',' 'he' 'was' 'very' 'energetic' 'actor' '.' 'RIP' 'Rajesh' 'Vivek' '.']",['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'ne' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'ne' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'ne' 'ne' 'other']
561,['Happy' 'Birthday' 'Amit' 'ji' '..' '.'],['lang1' 'lang1' 'ne' 'lang2' 'other' 'other']
562,"['bhai' 'thu' 'kamal' 'ka' 'hi' ',,,,' 'tere' 'jaisa' 'koi' 'nahi' ',,,,' 'proud' 'to' 'be' 'as' 'ur' 'fan' '..' '..']",['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'other']
563,['I' 'love' 'you' 'so' 'muchhhh'],['lang1' 'lang1' 'lang1' 'lang1' 'lang1']
564,['Russia' 'has' 'been' 'our' 'most' 'trust' 'worthy' 'and' 'well' 'wisher' 'partner' '.' 'We' 'should' 'enhance' 'our' 'relationship' 'with' 'Russia' '.' 'They' 'have' 'helped' 'us' 'when' 'no' 'one' 'else' 'helped' '.' 'Thanks' 'Mr' 'prime' 'minister' 'and' 'thanks' 'to' 'Mr.' 'Putin' 'for' 'visiting' 'India' '.' 'We' 'welcome' 'you' 'to' 'our' 'country' '.'],['ne' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'ne' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'ne' 'lang1' 'lang1' 'ne' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other']
565,['king' 'of' 'romance' 'srk' 'bollywood' 'has' 'been' 'entertaining' 'us' 'for' 'the' 'last' '100' 'years'],['lang1' 'lang1' 'lang1' 'ne' 'ne' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1']
566,['Pleasure' 'to' 'watch' 'you' 'there' '..' '.' 'We' 'are' 'really' 'proud' 'of' 'you' 'Sir' '..' '..' 'You' 'are' 'inspiration' 'for' 'all' 'us' '..' '..' 'and' 'I' 'm' 'ur' 'Jabra' 'fan' '..' '..' 'well' 'done' 'n' 'keep' 'it' 'up' 'All' 'the' 'best' 'for' 'tommorow'],['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang2' 'lang1' 'other' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1']
567,['Dhoni' 'the' 'super' 'hero'],['ne' 'lang1' 'lang1' 'lang1']
568,['' '' 'Praise' 'her' 'Mom' 'Dad' '..' '..' '..' 'to' 'the' 'manufacturing' 'department' ''],['other' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'other' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'other']
569,['' '.' 'com' 'wish' 'u' 'could' 'also' 'contribute' 'and' 'have' 'concerns' 'for' 'rohingya' 'hindus' 'as' 'u' 'had' 'for' 'rohingya' 'Muslims' ''],['other' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'ne' 'ne' 'lang1' 'lang1' 'lang1' 'lang1' 'ne' 'ne' 'lang1']
570,['neki' 'kar' 'dariya' 'mein' 'daal' '.' 'tujhe' 'khush' 'hona' 'chahiye' 'k' 'teri' 'wajah' 'se' 'do' 'person' 'us' 'seat' 'ko' 'use' 'kar' 'paaye'],['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'lang2' 'lang1' 'lang2' 'lang1' 'lang2' 'lang2']
571,['Coming' 'with' 'something' 'really' 'big' '.' '' '' '' '' ''],['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'other' 'lang1' 'lang1' 'lang1' 'lang1']
572,['The' 'pact' 'between' 'Indo-Russia' 'on' '2' '0-0' '9-1971' 'ended' 'after' '20' 'years' '.' 'And' 'the' 'pact' 'ought' 'to' 'be' 'renewed' 'by' 'adding' 'new' 'born' 'problems'],['lang1' 'lang1' 'lang1' 'ne' 'lang1' 'other' 'other' 'other' 'lang1' 'lang1' 'other' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1']
573,['U' 'r' 'grat' 'ji'],['lang1' 'lang1' 'lang1' 'lang2']
574,['congratulations' 'to' 'all' 'teams'],['lang1' 'lang1' 'lang1' 'lang1']
575,['Kasam' 'seek' 'time' 'tha' 'jab' 'sachin' 'sir' 'ki' 'dhum' 'thi' 'aaj' 'esa' 'hug' 'he' 'jisme' 'aapki' 'dhum' 'he' 'ese' 'hi' 'khelte' 'rho' 'aur' 'India' 'ko' 'tap' 'par' 'rkho'],['lang2' 'lang2' 'lang1' 'lang2' 'lang2' 'ne' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'ne' 'lang2' 'lang1' 'lang2' 'lang2']
576,['' 'Thanks' 'for' 'telling' 'bae' 'i' 'miss' 'u' 'so' 'much' '' '' '' '' '' '' '' ''],['other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'other' 'other' 'other' 'other' 'other' 'other' 'other']
577,['Enjoy' 'from' 'english' 'f'],['lang1' 'lang1' 'ne' 'lang1']
578,['' 'It' '’s' 'My' 'plzr' 'dear' '..' '.'],['other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'other']
579,"['Salman' 'bhai' 'se' 'kaise' 'contact' 'ho' 'skta' ',' 'hai' '??' 'Koi' 'btayga' ',' 'plzzz' 'i' 'need' 'his' ',' 'help' 'plzzzz']",['ne' 'lang2' 'lang2' 'lang2' 'lang1' 'lang2' 'lang2' 'other' 'lang2' 'other' 'lang2' 'lang2' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1']
580,['' 'Chauhan' 'Bhai' 'to' 'ukhad' 'lo' 'uska' '.' 'Dilwale' 'jaisee' 'ghatiya' 'movie' 'to' 'paisa' 'Kama' 'k' 'nikal' 'Gayi' 'Ye' 'to' 'fir' 'Bhi' 'MR' 'perfectionist' 'ki' 'hai' '.' 'Joon' 'Tum' 'logon' 'ki' 'jalti' 'rahegi' 'iski' 'collection' 'badhti' 'rahegi'],['ne' 'ne' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'ne' 'lang2' 'lang2' 'lang1' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'lang1' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'lang2' 'lang2']
581,['' 'Love' 'n' 'more'],['other' 'lang1' 'lang1' 'lang1']
582,['make' 'modi' 'india' 'pm' 'jai' 'hind'],['lang1' 'ne' 'ne' 'lang1' 'lang2' 'lang2']
583,['Kuch' 'kalakaro' 'ke' 'betuke' 'bayano' 'ki' 'wajah' 'se' 'aj' 'pata' 'nhi' 'chalta' 'ki' 'kon' 'acting' 'kr' 'raha' 'h' 'or' 'kon' 'sahi' 'mayno' 'me' 'deshbhakt' 'h' '..' '..' '..'],['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'other' 'other']
584,"['Ooh' 'boy' 'Pri' ""'s"" 'becoming' 'Americanised' 'now' '!' 'Sure' 'some' 'people' 'back' 'home' 'are' ""n't"" 'too' 'happy' '!' 'Welcome' 'to' 'NY' 'Pri' '!']",['other' 'lang1' 'ne' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'ne' 'ne' 'other']
585,['nitish' 'mullaaa' 'tu' 'bom' 'sai' 'ab' 'hinduo' 'ko' 'nhi' 'rok' 'skta'],['ne' 'lang2' 'lang2' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2']
586,['wating' '4' 'ur' 'movie' 'mahi' '..' '..' '.' 'now' 'i' 'cant' 'wait' 'for' 'it' '..' '..' 'i' 'll' 'see' 'frst' 'day' 'frst' 'so'],['lang1' 'lang1' 'lang1' 'lang1' 'ne' 'other' 'other' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1']
587,['Photo' 'S' 'YOU' 'very' 'DONE' 'NiCe' 'pretty' 'woooow'],['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1']
588,['wish' 'happy' 'brithday' 'mine' 'dear' 'Frindz' 'amir' 'bhai'],['lang1' 'lang1' 'ne' 'lang1' 'lang1' 'lang1' 'ne' 'lang2']
589,['Such' 'interaction' 'is' 'encouraging' 'and' 'result' 'oriented' '.'],['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other']
590,['' '' 'Idiot' 'of' 'first' 'Oder' 'who' 'says' 'they' 'are' 'peaceful' 'we' 'know' 'the' 'genocide' 'they' 'carried' 'on' 'Tamils' 'in' 'Lanka'],['other' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'ne' 'lang1' 'ne']
