idx,words,lid
1579,"['@ayacs_asis' 'trousers' 'lagera' 'feri' 'chanhe' 'garne' '?' 'Abui' '..'
 'testo' 'jhyau' '?']","['other' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'other'
 'lang2' 'lang2' 'other']"
1580,['@jhareone' 'khai' '..' 'aja' 'varkhar' 'ta' '2nd' 'day'],['other' 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'lang1' 'lang1']
1581,"['@Niloykc' 'haina' '..' 'computer' 'engineering' 'padna' 'lako' '..' ':'
 '/']","['other' 'lang2' 'other' 'lang1' 'lang1' 'lang2' 'lang2' 'other' 'other'
 'other']"
1582,['@ayacs_asis' 'I' 'only' 'wear' 'jeans' '...' 'kill' 'me' 'again' '-_-'],"['other' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1'
 'other']"
1583,"['@ayacs_asis' 'testo' 'jado' 'ma' 'ajha' 'testo' 'bihana' '..' 'kill'
 'me' '-_-']","['other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang1'
 'lang1' 'other']"
1584,['@ayacs_asis' 'k' 'teacher' 'ho' 'vaneko' '?'],['other' 'lang2' 'lang1' 'lang2' 'lang2' 'other']
1585,['@_swapneal' 'esto' 'bigarney' 'sallah' 'plz' 'nadinuhola' 'malai' '...'],['other' 'lang2' 'lang2' 'lang2' 'lang1' 'lang2' 'lang2' 'other']
1586,"['Yoga' 'class' 'from' '6' 'am' 're' 'colz' 'ma' '.' 'bafree' '.' 'aba'
 'ta' '4' 'bajey' 'uthnu' 'parcha' 'bihana' 'bihanai' 'esto' 'jado' 'ma'
 '.' 'kasari' 'uthney' 'n' 'janey' 'colz' '!' ':""' '(' '#PiditJindagi']","['lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang2' 'lang1' 'lang2' 'other'
 'lang2' 'other' 'lang2' 'lang2' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang1' 'lang2'
 'lang1' 'other' 'other' 'other' 'lang2']"
1587,['@ayacs_asis' 'teacher' 'ji' '?' 'What' 'are' 'u' '?'],['other' 'lang1' 'lang2' 'other' 'lang1' 'lang1' 'lang1' 'other']
1588,"['@_swapneal' 'kaa' 'ni' '..' 'lecture' 'dirathyo' 'aja' 'seminar' 'ma'
 '..' 'ma' 'ta' 'jhuppa' 'jhuppa' 'vaira' '..' 'parsi' 'dekhi' 'padai'
 'suru' '..' 'jhan' 'k' 'halat' 'hola']","['other' 'lang2' 'lang2' 'other' 'lang1' 'lang2' 'lang2' 'lang1' 'lang2'
 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'lang2'
 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'lang2']"
1589,"['@bzaydhital' 'ma' 'ta' 'jai' 'Democracy' 'Jai' 'Congress' 'ho' '@SujWay'
 '@rakshya20' '@cutepujaa']","['other' 'lang2' 'lang2' 'lang2' 'lang1' 'lang2' 'ne' 'lang2' 'other'
 'other' 'other']"
1590,"['@Arunsth' 'colz' 'jana' '..' 'yoga' 'class' 'vayechi' 'ta' 'jhan' '4'
 'baje' 'uthnu' 'parcha']","['other' 'lang1' 'lang2' 'other' 'lang1' 'lang1' 'lang2' 'lang2' 'lang2'
 'other' 'lang2' 'lang2' 'lang2']"
1591,"['Hya' '..' 'k' 'vako' '..' 'ekchin' 'colz' 'ma' 'kai' 'nagari' 'basda'
 'ni' 'jhuppa' 'jhuppa' 'hunchu' 'ma' '..' 'jhan' 'padai' 'suru' 'vayechi'
 'k' 'hola' '..' ':' '""' 'O']","['lang2' 'other' 'lang2' 'lang2' 'other' 'lang2' 'lang1' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'other' 'other' 'other']"
1592,"['@C2cSambat' 'tyo' 'ta' 'ho' '.' 'Tara' 'bihana' 'chai' 'sarai' 'garo'
 '..']","['other' 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'other']"
1593,['@C2cSambat' 'antah' '..' 'achuchuchu' '..' 'm' 'shuffling' '...'],['other' 'lang2' 'other' 'lang2' 'other' 'lang1' 'lang1' 'other']
1594,"['Aja' 'katti' 'pachi' '6' 'bajey' 'utheko' '...' 'ram' 'ram' '..' 'k'
 'saro' 'jado' 'ho' '..!!!' 'Gudmorning' 'every1']","['lang2' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'other' 'ne' 'ne' 'other'
 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang1' 'lang1']"
1595,['@ayacs_asis' 'lol' '...' 'kata' 'aunu' 'vetna' '?' 'Hahaha'],['other' 'lang1' 'other' 'lang2' 'lang2' 'lang2' 'other' 'lang1']
1596,"['@piggyadkh' 'hahaha' '..' 'hasaisyo' 'hajurle' '..' 'tetro' 'student'
 'ayera' 'k' 'k' 'na' 'vo' 'vanthanya' 're' 'hahaha' '@copy_ninjaaa']","['other' 'lang1' 'other' 'lang2' 'lang2' 'other' 'lang2' 'lang1' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'other']"
1597,"['La' 'ma' 'chai' 'sutna' 'gako' 'aba' '..' 'jhumma' 'vai' 'sakyo' 'aakha'
 '..' 'goodnight' ':' 'P']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'lang2'
 'lang2' 'lang2' 'other' 'lang1' 'other' 'other']"
1598,['@poudelprakash' '@piggyadkh' '@copy_ninjaaa' 'sub' 'ko' 'lagya' 'ho'],['other' 'other' 'other' 'lang1' 'lang2' 'lang2' 'lang2']
1599,"['@piggyadkh' 'hahah' 'hai' '..' 'wakka' 'lagera' 'malai' '..' 'sano'
 'baccha' 'harulai' 'tour' 'ma' 'lagya' 'justo' ':' 'P' '@copy_ninjaaa']","['other' 'lang1' 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'other' 'lang2'
 'lang2' 'lang2' 'lang1' 'lang2' 'lang2' 'lang2' 'other' 'other' 'other']"
1600,"['Achamma' 'cha' '!' 'astiko' 'pali' 'tetro' 'vote' 'lyauda' 'chai'
 'dhandali' 'ko' 'topic' 'nai' 'lyayenan' '.' 'yo' 'pali' 'harda' 'chai'
 'DHANDALI' 'gardai' 'ufrinchan' 'baa' '!' '#mauwadi']","['lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'lang1' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang1' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang2']"
1601,"['@Niloykc' 'haha' 'jhumma' 'vai' 'sakey' 'ma' 'nindra' 'le' 'aauna'
 'sath' ':P']","['other' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'other']"
1602,"['@csakar' 'hahahah' '..' 'last' 'choti' 'dekai' 'ta' 'thyo' 'ni' 'sub'
 'le' 'vote' '..' 'kai' 'garna' 'sakena' '..' 'yo' 'pali' 'haarera'
 'nataki' 'badi' '..' 'dhandali' 'vo' 're' '...!!' 'twake' 'haru']","['other' 'lang1' 'other' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang1' 'other' 'lang2' 'lang2' 'lang2' 'other' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'other'
 'lang2' 'lang2']"
1603,"['@bidis02' 'haha' '..' 'khai' 'kaile' 'esto' 'nindra' 'lagdainathyo'
 'eti' 'chito' '..' 'aja' 'aakha' 'nai' 'jhumma' 'vairacha' 'so']","['other' 'lang1' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1']"
1604,"['Hamro' 'country' 'ma' 'hamile' 'gareko' 'vote' 'na' 'manne' 'ho' 'vane'
 'hamro' 'country' 'chodera' 'gaya' 'hunxa' 'UCPN' '(' 'maoist' ')' 'le'
 'aaba' '...' 'Loser' 'haru' '..']","['lang2' 'lang1' 'lang2' 'lang2' 'lang2' 'lang1' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang1' 'lang2' 'lang2' 'lang2' 'ne' 'other' 'lang1'
 'other' 'lang2' 'lang2' 'other' 'lang1' 'lang2' 'other']"
1605,"['@Niloykc' ""*where'd"" 'u' 'go' 'hola' ':P']",['other' 'lang1' 'lang1' 'lang1' 'lang2' 'other']
1606,['@bzaydhital' 'colz' 'ta' 'uhile' 'duli' 'sakya' 'thye' 'ni'],['other' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2']
1607,['@SujWay' 'fb' 'ma' 'vanamla' 'msg' 'ma'],['other' 'ne' 'lang2' 'lang2' 'lang1' 'lang2']
1608,"['1st' 'day' 'nai' 'gidi' 'vaira' 'colz' 'ma' '..' 'hya' 'aba' 'aru' 'din'
 'k' 'hola' '..']","['lang1' 'lang1' 'lang2' 'lang2' 'lang2' 'lang1' 'lang2' 'other' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other']"
1609,['@copy_ninjaaa' 'u' 'too' '?' 'where' '?' 'kun' 'year' '?'],['other' 'lang1' 'lang1' 'other' 'lang1' 'other' 'lang2' 'lang1' 'other']
1610,"['Laaba' 'Nepal' 'ko' 'streets' 'ma' 'hinda' 'ni' 'war' 'ma' 'jana' 'lako'
 'justo' 'huncha' '!' 'I' 'hope' 'I' 'return' 'safe' '..' 'haha' 'tata'
 'every1' '.' 'will' 'be' 'back' 'soon' 'i' 'guess' ';' ')']","['lang2' 'ne' 'lang2' 'lang1' 'lang2' 'lang2' 'lang2' 'lang1' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'other' 'lang1' 'lang2' 'lang1' 'other' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'other' 'other']"
1611,"['@Pra_Wait4It_Tik' '@BarcaGirl06' 'la' 'priyatam' 'ma' 'gako' 'huss' '..'
 'u' 'stay' 'safe' '..' 'tc' '..' 'pachi' 'aauchu' ':' ')']","['other' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang1'
 'lang1' 'lang1' 'other' 'lang1' 'other' 'lang2' 'lang2' 'other' 'other']"
1612,"['@ayacs_asis' 'la' 'ma' 'lagey' 'New' 'Road' 'tira' '..' 'bye' 'tata'
 'tc']","['other' 'lang2' 'lang2' 'lang2' 'ne' 'ne' 'lang2' 'other' 'lang1' 'lang2'
 'lang1']"
1613,"['@BarcaGirl06' 'haha' '..' 'mayalu' 'chinya' 'chaina' 'maile' 'yo'
 'manchey' 'i.e' '@Pra_Wait4It_Tik' 'lai' '.' 'timro' 'sathi' 'ho' '?'
 'is' 'he' 'mad' '?' 'kattinamalai' 'chinya' 'justo' 'garira6']","['other' 'lang1' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang1' 'other' 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'other' 'lang1'
 'lang1' 'lang1' 'other' 'lang2' 'lang2' 'lang2' 'lang2']"
1614,"['@BarcaGirl06' 'antah' 'priyatam' '..' 'when' ""I'm"" 'here' 'there' ""'s""
 'no' 'fear' '!' 'timilai' 'bachai' 'halchu' 'ni' 'aruko' 'malai'
 'baaaallll' '!' ':D' '@Pra_Wait4It_Tik']","['other' 'lang2' 'lang2' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'other' 'other' 'other']"
1615,"['@Pra_Wait4It_Tik' 'did' 'I' 'ever' 'say' 'u' 'know' 'me' '?' 'ofcourse'
 'u' ""don't"" 'and' 'neither' 'do' 'I' '!!!' 'so' 'afno' 'bato' 'lagey'
 'huncha' '!' '@BarcaGirl06']","['other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1'
 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'other']"
1616,"['@Pra_Wait4It_Tik' 'cowdung' 're' '?' 'chinnu' 'na' 'jannu' 'ghacheti'
 'magnu' '!' ':' '@' '@BarcaGirl06']","['other' 'lang1' 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'other' 'other' 'other' 'other']"
1617,"['@BarcaGirl06' 'hahaha' 'sahi' 'ho' '!!' 'GIRL' 'POWER' '!!!' 'esto'
 'jharpat' 'lai' 'desert' 'banauna' '2' 'sec' 'ni' 'lagdaina' ':' 'v'
 '@Pra_Wait4It_Tik']","['other' 'lang1' 'lang2' 'lang2' 'other' 'lang1' 'lang1' 'other' 'lang2'
 'lang2' 'lang2' 'lang1' 'lang2' 'other' 'lang1' 'lang2' 'lang2' 'other'
 'other' 'other']"
1618,"['@Pra_Wait4It_Tik' 'hum' 'strangers' 'seh' 'nahi' 'miltey' '!!' 'whoever'
 'u' 'r' '!!' '@BarcaGirl06']","['other' 'other' 'lang1' 'other' 'other' 'other' 'other' 'lang1' 'lang1'
 'lang1' 'other' 'other']"
1619,"['@Pra_Wait4It_Tik' '@BarcaGirl06' 'rukh' '?' 'jungle' 'nai' 'banla' 'yo'
 'khoi' 'ko' 'ho' 'maile' 'nachinya' 'manchey' 'ko' ':' 'v']","['other' 'other' 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'other']"
1620,"['@Pra_Wait4It_Tik' 'who' 'r' 'u' 'mentioning' 'me' 'in' 'ur' 'tweets' '?'
 'o.O' '@BarcaGirl06' 'timro' 'sathi' 'ho' 'priyatam' '?' 'malai' 'kina'
 'mention' 'gariracha' 'timro' 'sathi' 'le' '?']","['other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'other' 'other' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang2'
 'lang2' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'other']"
1621,"['@Pra_Wait4It_Tik' 'pitta' 'chai' 'futena' '?' 'shit' '!' ':' 'v'
 '@BarcaGirl06']","['other' 'lang2' 'lang2' 'lang2' 'other' 'lang1' 'other' 'other' 'other'
 'other']"
1622,"['@BarcaGirl06' 'wah' 'wah' 'wah' 'priyatam' '...' 'start' 'mai'
 'gabbarey' 'ko' 'kaam' 'tamam' 'garidyeu' ':' 'v' ':' 'v'
 '@Pra_Wait4It_Tik']","['other' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang1' 'lang2' 'ne'
 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'other' 'other' 'lang1' 'other']"
1623,"['@Pra_Wait4It_Tik' 'name' 'speaks' 'itslf' 'ko' 'dhoti' 'vanera' '.'
 'ajha' 'DP' 'pani' ':' 'v' 'bolna' 'ta' 'jun' 'language' 'ni' 'bolna'
 'aucha' 'ni' '.:' 'v' 'dhoti' 'pigdunGAY' '@BarcaGirl06']","['other' 'lang1' 'lang1' 'lang1' 'lang2' 'lang2' 'lang2' 'other' 'lang2'
 'lang1' 'lang2' 'other' 'other' 'lang2' 'lang2' 'lang2' 'lang1' 'lang2'
 'lang2' 'lang2' 'lang2' 'other' 'other' 'lang2' 'lang1' 'other']"
1624,"['@Pra_Wait4It_Tik' 'kanchi' 'aaula' 'le' 'mardinchu' 'esto' 'jharpatey'
 'dhoti' 'harulai' ':' 'v' ':' 'v' '@BarcaGirl06']","['other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'other' 'other' 'other' 'other' 'other']"
1625,"['@BarcaGirl06' 'hahahahah' '..' 'lu' 'legs' 'ma' 'ni' 'leg' 'protector'
 'lagayera' 'basa' ':' 'v']","['other' 'lang1' 'other' 'lang2' 'lang1' 'lang2' 'lang2' 'lang1' 'lang1'
 'lang2' 'lang2' 'other' 'other']"
1626,"['@BarcaGirl06' 'ou' 'yo' '@Pra_Wait4It_Tik' 'gabbarey' 'lai' 'maarnu'
 'parney' 'ho' '..' 'lu' 'priyatam' '...' 'maardi' 'hala' 'ta' ':' 'v']","['other' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'other' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'other' 'other']"
1627,"['@Pra_Wait4It_Tik' 'hahaha' '..' 'testa' 'jharpatey' 'Gabbar' 'lai' 'ta'
 'kanchi' 'aaula' 'le' 'nai' 'mardinchu' ':' 'v' '@BarcaGirl06']","['other' 'lang1' 'other' 'lang2' 'lang2' 'ne' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'other' 'other']"
1628,"['@Pra_Wait4It_Tik' 'oi' 'pigdunGAY' '!!!' 'jyan' 'ko' 'maya' 'chaina'
 'justo' 'cha' 'timilai' 'eso' 'chala' 'mala' 'herda' 'cha' '..' 'ma'
 'serial' 'killer' 'ho' 'daro' ':' 'v' '@BarcaGirl06']","['other' 'lang2' 'lang1' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang2'
 'lang1' 'lang1' 'lang2' 'lang2' 'other' 'other' 'other']"
1629,"['@Pra_Wait4It_Tik' 'marey' 'ni' 'baal' 'hunna' 'ni' 'testai' 'vanne' 'ho'
 'vane' 'ta' '-_-']","['other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'other']"
1630,"['@Pra_Wait4It_Tik' 'hahahaha' '...' 'uffff' '....' 'jhanai' 'bomb'
 'padkeko' 'tira' 'gaincha' 'jhyap' 'vayo' 'vane' 'ta' 'hahaha']","['other' 'lang1' 'other' 'lang2' 'other' 'lang2' 'lang1' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1']"
1631,"['@Pra_Wait4It_Tik' 'galli' '?' 'Freet' 'dtreet' 'tira' 'gaincha' 'hola'
 '..' 'tyo' 'vanda' 'aru' 'galli' 'ta' 'gainna' 'New' 'Road' 'ma' ':' 'v']","['other' 'lang2' 'other' 'lang1' 'lang1' 'lang2' 'lang2' 'lang2' 'other'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'ne' 'ne' 'lang2' 'other'
 'other']"
1632,"['@Pra_Wait4It_Tik' 'hahahaha' 'chup' 'laga' '...' 'hamro' 'desh' 'ko'
 'streets' 'border' 'vanda' 'kum' 'chaina' 'k' '!!!' 'pray' 'gardai'
 'basa' '!' 'hurt' 'surt' 'nahos' 'ma' 'vanera' ':' 'v']","['other' 'lang1' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'lang1'
 'lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang1' 'lang2' 'lang2'
 'other' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'other']"
1633,"['@BarcaGirl06' 'who' 'knows' '..' 'Nepal' 'ho' '..' 'j' 'ni' 'huna'
 'sakcha' '..' 'jata' 'ni' 'bomb' 'padkina' 'sakcha' '..' 'Helmet'
 'lagayera' 'basa' ':' 'v']","['other' 'lang1' 'lang1' 'other' 'ne' 'lang2' 'other' 'lang2' 'lang2'
 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang1' 'lang2' 'lang2' 'other'
 'lang1' 'lang2' 'lang2' 'other' 'other']"
1634,"['@Pra_Wait4It_Tik' 'kai' 'hurt' 'surt' 'nahos' 'ma' 'vanera' 'pray'
 'gardai' 'basa' 'ghar' 'ma' 'lol']","['other' 'lang2' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang1']"
1635,['@lureyznk' 'hora' '?' 'aba' 'save' 'garchu' ':' 'P'],['other' 'lang2' 'other' 'lang2' 'lang1' 'lang2' 'other' 'other']
1636,"['@BarcaGirl06' 'same' 'here' ':' 'v' 'yo' 'manchey' 'i.e' '@joe_f310'
 'apsara' 'ta' 'sarhai' 'alchi' 'lol' '@pearl_nepal']","['other' 'lang1' 'lang1' 'other' 'other' 'lang2' 'lang2' 'lang1' 'other'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'other']"
1637,['@BarcaGirl06' 'u' 'too' 'priyatam' ':' 'v'],['other' 'lang1' 'lang1' 'lang2' 'other' 'lang1']
1638,"['@lureyznk' 'malai' 'fon' 'garsya' 'thyo' '?' 'kasam' 'kaile' '?' 'tyo'
 'landline' 'ko' 'number' 'ur' 'ho' '?' 'k' 'tahha' 'ta' '..' 'haha' '..'
 'pachi' 'hereko' 'missedcl' 'matra' 'dekhey' '..']","['other' 'lang2' 'lang1' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'other'
 'lang2' 'lang1' 'lang2' 'lang1' 'lang1' 'lang2' 'other' 'lang2' 'lang2'
 'lang2' 'other' 'lang1' 'other' 'lang2' 'lang2' 'lang1' 'lang2' 'lang2'
 'other']"
1639,"['@Pra_Wait4It_Tik' 'chup' 'laga' '!' 'ma' 'maros' 'vako' 'cha' 'hai'
 'timilai' 'chai' 'khub' 'lol']","['other' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang1']"
1640,"['@Pra_Wait4It_Tik' 'I' 'hope' 'I' 'do' '..' 'timi' 'chai' 'padera' 'basa'
 'pigdung' 'haha']","['other' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang1' 'lang1']"
1641,"['Heading' 'to' 'New' 'Road' '...' 'I' 'hope' 'I' ""don't"" 'get' 'into'
 'stuffs' 'like' 'bomb' 'blasts' '..' 'lol' '..' 'ma' 'ghumna' 'jana' 'la'
 'vanera' 'mom' 'lai' 'tension' 'pariracha' 'ghar' 'ma' '..' 'haha']","['lang1' 'lang1' 'ne' 'ne' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'other' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'lang2' 'lang1' 'lang2' 'lang2'
 'lang2' 'other' 'lang1']"
1642,"['@joe_f310' '@BarcaGirl06' '@pearl_nepal' 'la' 'guys' 'ma' 'suteko' 'aba'
 '..' 'gudnit' 'subaijana' 'lai' '!' 'horror' 'dreams' '!' 'bihana'
 'uthna' 'sakidaina' 'feri' '!' 'kaam' 'cha' '!' 'tata']","['other' 'other' 'other' 'lang2' 'lang1' 'lang2' 'lang2' 'lang2' 'other'
 'lang1' 'lang2' 'lang2' 'other' 'lang1' 'lang1' 'other' 'lang2' 'lang2'
 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'other' 'lang2']"
1643,"['@joe_f310' 'jaile' 'tyei' 'ta' 'halchu' 'ni' 'lol' '@BarcaGirl06'
 '@pearl_nepal']",['other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'other' 'other']
1644,"['@joe_f310' 'chaina' '..' 'ur' 'foto' 'dekhda' 'ta' 'nadarako' 'ma' '..'
 'aru' 'ta' 'testai' 'ho' '..' 'jharpatey' 'lol' '@BarcaGirl06'
 '@pearl_nepal']","['other' 'lang2' 'other' 'lang1' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2'
 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'lang1' 'other'
 'other']"
1645,"['@BarcaGirl06' 'haina' '...' 'vaitikahoni' '...' 'khoi' 'bhai' 'haru' '?'
 'eta' 'ta' 'sub' 'bahini' 'bahini' 'matra' 'chan' ':P' 'lol' '@joe_f310'
 '@pearl_nepal']","['other' 'lang2' 'other' 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'other'
 'lang2' 'lang2' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang1'
 'other' 'other']"
1646,['@joe_f310' 'mirror' 'kina' 'herira' '?' '@pearl_nepal' '@BarcaGirl06'],['other' 'lang1' 'lang2' 'lang2' 'other' 'other' 'other']
1647,"['@joe_f310' 'aja' 'balla' 'ta' 'dashain' 'ayo' '..' 'tihar' 'gayo' 'ta'
 're' '..' 'happy' 'dashain' 'lol' '@pearl_nepal' '@BarcaGirl06']","['other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'ne' 'lang2'
 'lang2' 'lang2' 'other' 'lang1' 'ne' 'lang1' 'other' 'other']"
1648,"['@joe_f310' 'hora' '?' 'mero' 'kukur' 'ko' 'name' 'thyo' 'yar' 'angel'
 'ta' '..' 'kasam' '..' 'i' 'swear' 'to' 'god' 'lol' '@BarcaGirl06'
 '@nirvikdada']","['other' 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'lang1' 'lang2' 'lang2'
 'lang1' 'lang2' 'other' 'lang2' 'other' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'other' 'other']"
1649,"['@joe_f310' 'timilai' '?' 'timi' 'justo' 'apsara' 'lai' 'nee' 'kasle'
 'tarsaula' 'lol' '@BarcaGirl06' '@pearl_nepal' '@nirvikdada']","['other' 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang1' 'other' 'other' 'other']"
1650,"['@pearl_nepal' 'amilo' 'ni' 'huncha' '@BarcaGirl06' '@joe_f310'
 '@nirvikdada']",['other' 'lang2' 'lang2' 'lang2' 'other' 'other' 'other']
1651,"['@joe_f310' 'chunab' 'matra' '?' 'world' 'business' 'summa' 'pugcha' 'ni'
 '!' ':' '3' '@BarcaGirl06' '@nirvikdada']","['other' 'lang2' 'lang2' 'other' 'lang1' 'lang1' 'lang2' 'lang2' 'lang2'
 'other' 'other' 'other' 'other' 'other']"
1652,"['@BarcaGirl06' 'ho' 'ho' '..' 'ani' 'majjako' 'party' 'garne' 'lol'
 '@nirvikdada' '@joe_f310']","['other' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang1' 'lang2' 'lang1'
 'other' 'other']"
1653,['@BarcaGirl06' 'the' 'conjuring' 'ko' 'pani' 'ajha' 'lol' '@joe_f310'],['other' 'ne' 'ne' 'lang2' 'lang2' 'lang2' 'lang1' 'other']
1654,"['@bjsh10' 'n' 'no' 'was' 'tht' 'answer' 'to' 'tht' 'literal' 'wala'
 ""question..'is"" 'it' 'the' 'fault' 'in' 'our' 'stars' ""'"" 'wala' ':P']","['other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang2' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other'
 'lang2' 'other']"
1655,['@bjsh10' 'ramailo' '?' 'u' 'kidding' 'me' 'right' '?'],['other' 'lang2' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'other']
